"","seqnames","start","end","width","strand","L","area","beta","stat","pval","qval","index.start","index.end","index.width","g1_mean","g2_mean","delta","RL3061","RL3062","RL3063","RL3064","RL3065","RL3066","RL3067","RL3068","RL3069","RL3070","RL3071","RL3072","significant"
"2483","chr5",140531505,140531824,320,"*",26,2.94823011468537,-0.391023142530893,-3.45456290554115,0.323561480384291,0.750872275555512,8339704,8339729,26,0.732472795004783,0.845130946380946,-0.112658151376164,0.865248226950355,0.75531914893617,0.713114754098361,0.894308943089431,0.420731707317073,0.746113989637306,0.748251748251748,0.863636363636364,0.78,0.777272727272727,0.919642857142857,0.981981981981982,FALSE
"2484","chr13",66805702,66805867,166,"*",5,0.593861676170907,-0.378342808839766,-3.45394992699468,0.323698629197611,0.750872275555512,18205647,18205651,5,0.689798579688286,0.846333725390521,-0.156535145702235,0.627450980392157,0.764705882352941,0.615384615384615,0.65625,0.625,0.85,0.879310344827586,0.75,0.837837837837838,0.882352941176471,0.864864864864865,0.863636363636364,FALSE
"2485","chr7",102022984,102023392,409,"*",5,0.53059719752803,0.396619520891106,3.45357145598734,0.323828920570265,0.750872275555512,11133759,11133763,5,0.860169842255597,0.761220676610292,0.0989491656453054,0.902439024390244,0.916666666666667,0.852941176470588,0.708333333333333,0.915254237288136,0.865384615384615,0.868421052631579,0.775,0.74468085106383,0.851851851851852,0.769230769230769,0.558139534883721,FALSE
"2486","chr20",62687718,62687921,204,"*",6,0.752465477105848,-0.390552417096525,-3.45354614878105,0.323849492892263,0.750872275555512,24737776,24737781,6,0.633198924731183,0.785817736185383,-0.152618811454201,0.65,0.458333333333333,0.75,0.666666666666667,0.774193548387097,0.5,0.878787878787879,0.8125,0.696969696969697,0.803921568627451,0.75,0.772727272727273,FALSE
"2487","chr20",54284412,54284924,513,"*",8,1.44323031917632,0.380405181834995,3.45270877462862,0.324075788434241,0.750888264575143,24589519,24589526,8,0.792504899769408,0.665936657011616,0.126568242757792,0.793103448275862,0.829268292682927,0.775,0.824324324324324,0.76,0.773333333333333,0.736842105263158,0.694915254237288,0.636363636363636,0.690140845070423,0.588235294117647,0.649122807017544,FALSE
"2488","chr12",90123227,90123503,277,"*",16,2.55529089725779,-0.428428981073233,-3.45259323505882,0.324116933078237,0.750888264575143,17303715,17303730,16,0.440234142184589,0.606251805064746,-0.166017662880157,0.389830508474576,0.458015267175573,0.393939393939394,0.28030303030303,0.754237288135593,0.365079365079365,0.509803921568627,0.547297297297297,0.5390625,0.54320987654321,0.759398496240602,0.738738738738739,FALSE
"2489","chr7",157462683,157462914,232,"*",12,1.46169481028019,-0.38946080309732,-3.45201459579778,0.324295226535552,0.750999471977069,11628194,11628205,12,0.479700924244263,0.654662732253177,-0.174961808008914,0.365853658536585,0.468085106382979,0.441176470588235,0.478632478632479,0.51,0.614457831325301,0.633333333333333,0.736842105263158,0.533333333333333,0.535714285714286,0.767441860465116,0.721311475409836,FALSE
"2490","chr12",52587641,52587983,343,"*",7,0.832124023612492,-0.413923992695811,-3.45139473524637,0.324500949755532,0.751173945961012,17023558,17023564,7,0.640682385880729,0.797574869494568,-0.156892483613839,0.612244897959184,0.690140845070423,0.558139534883721,0.761904761904762,0.780487804878049,0.441176470588235,0.841463414634146,0.642857142857143,0.88135593220339,0.727272727272727,0.88,0.8125,FALSE
"2491","chr11",49223277,49224483,1207,"*",7,0.826046557048441,0.282305086124875,3.45072848853428,0.324672385772182,0.751173945961012,15763130,15763136,7,0.847340312700482,0.740655275120146,0.106685037580336,0.902777777777778,0.8375,0.828571428571429,0.82051282051282,0.847222222222222,0.847457627118644,0.746268656716418,0.666666666666667,0.814285714285714,0.783783783783784,0.75,0.682926829268293,FALSE
"2492","chr14",24785310,24785727,418,"*",46,6.21636322702679,-0.262179168291687,-3.45041996265227,0.32476153250084,0.751173945961012,18653450,18653495,46,0.442119994130056,0.535275013288743,-0.0931550191586876,0.554054054054054,0.451063829787234,0.475961538461538,0.492537313432836,0.13953488372093,0.539568345323741,0.519287833827893,0.507692307692308,0.531034482758621,0.522857142857143,0.527472527472527,0.603305785123967,FALSE
"2493","chr6",88438099,88438309,211,"*",8,1.06412328132013,-0.34562133274713,-3.44952716788171,0.324994685483484,0.751411699609627,9497013,9497020,8,0.513480861444091,0.659953891138102,-0.14647302969401,0.575342465753425,0.512820512820513,0.5,0.373626373626374,0.56140350877193,0.557692307692308,0.614035087719298,0.736842105263158,0.58,0.625,0.75,0.653846153846154,FALSE
"2494","chr7",157808637,157809688,1052,"*",41,4.43499963731828,-0.263443419984197,-3.44813793729058,0.325323842635452,0.75187114232187,11636390,11636430,41,0.412829711167255,0.521884887134352,-0.109055175967097,0.247282608695652,0.42247191011236,0.451127819548872,0.618589743589744,0.196808510638298,0.540697674418605,0.431972789115646,0.576502732240437,0.456603773584906,0.465882352941176,0.641025641025641,0.559322033898305,FALSE
"2495","chr11",122181590,122181797,208,"*",5,0.573232192152028,-0.321000049903983,-3.44748720875645,0.325550138177429,0.75209258374938,16429850,16429854,5,0.605220788185583,0.742292299519388,-0.137071511333805,0.584905660377358,0.634146341463415,0.64,0.625,0.42,0.727272727272727,0.653061224489796,0.8125,0.722222222222222,0.767857142857143,0.69811320754717,0.8,FALSE
"2496","chr18",70113464,70114623,1160,"*",5,0.543642397416324,-0.258115646281505,-3.44694507557375,0.325755861397409,0.752266340182158,22918767,22918771,5,0.468562095697626,0.598982635675606,-0.130420539977979,0.454545454545455,0.526315789473684,0.48936170212766,0.455882352941176,0.423728813559322,0.461538461538462,0.555555555555556,0.590909090909091,0.585714285714286,0.568627450980392,0.683333333333333,0.609756097560976,FALSE
"2497","chr12",4130186,4130275,90,"*",6,0.782640532142021,-0.365840268547921,-3.44501214881292,0.326489607548671,0.753658829759927,16623706,16623711,6,0.247170326900363,0.418406449349072,-0.171236122448709,0.206896551724138,0.206349206349206,0.342105263157895,0.384615384615385,0.1875,0.155555555555556,0.355555555555556,0.388888888888889,0.475409836065574,0.642857142857143,0.375,0.272727272727273,FALSE
"2498","chr14",28183355,28184168,814,"*",7,0.724781564062057,0.276472272924289,3.44370660611573,0.326859909344634,0.754211576245986,18674324,18674330,7,0.827166455869725,0.717315029281127,0.109851426588597,0.841584158415842,0.806818181818182,0.890909090909091,0.84375,0.701149425287356,0.878787878787879,0.746268656716418,0.573333333333333,0.658227848101266,0.819672131147541,0.797297297297297,0.709090909090909,FALSE
"2499","chr3",147998340,147998717,378,"*",37,5.38782014447254,0.404217755442456,3.44229203958947,0.327291928106592,0.754906231935333,5446319,5446355,37,0.405099329342569,0.242669789840596,0.162429539501972,0.211453744493392,0.415525114155251,0.375,0.293193717277487,0.807692307692308,0.327731092436975,0.124260355029586,0.245954692556634,0.242603550295858,0.438356164383562,0.19811320754717,0.206730769230769,FALSE
"2500","chr7",50246491,50246694,204,"*",7,0.769279478382596,0.300359363432684,3.44113479259075,0.327682802224554,0.754948941201568,10683706,10683712,7,0.871899794919577,0.761357757578688,0.110542037340889,0.947368421052632,0.905660377358491,0.838709677419355,0.902439024390244,0.773584905660377,0.863636363636364,0.744186046511628,0.717948717948718,0.833333333333333,0.717948717948718,0.72972972972973,0.825,FALSE
"2501","chr1",18217404,18217772,369,"*",8,1.00811872358472,0.317670784808058,3.4410903403817,0.327696517105886,0.754948941201568,309288,309295,8,0.852422724069065,0.740665143250283,0.111757580818783,0.914285714285714,0.897435897435897,0.853658536585366,0.902439024390244,0.727272727272727,0.819444444444444,0.735294117647059,0.7,0.701754385964912,0.702380952380952,0.824561403508772,0.78,FALSE
"2502","chr22",49662657,49663054,398,"*",17,2.55339699561696,-0.284520294395906,-3.44105171757972,0.327703374546552,0.754948941201568,25617193,25617209,17,0.518018409785173,0.650969341512225,-0.132950931727052,0.327433628318584,0.547619047619048,0.544444444444444,0.683823529411765,0.336,0.668789808917197,0.528925619834711,0.660714285714286,0.785714285714286,0.648936170212766,0.659574468085106,0.621951219512195,FALSE
"2503","chr6",66178325,66179099,775,"*",5,0.522668500509732,0.28163828214224,3.43972909708707,0.328107963545845,0.755132837282708,9358196,9358200,5,0.772357921716727,0.672870627094876,0.0994872946218509,0.803030303030303,0.854545454545454,0.763888888888889,0.819672131147541,0.683333333333333,0.709677419354839,0.611111111111111,0.586666666666667,0.636363636363636,0.741379310344828,0.754385964912281,0.707317073170732,FALSE
"2504","chr12",129862488,129862867,380,"*",5,0.55290157212885,0.44282830681142,3.43882245893735,0.328409690935149,0.755132837282708,17739537,17739541,5,0.818526297441794,0.673641997801347,0.144884299640448,0.869565217391304,0.928571428571429,0.871428571428571,0.86046511627907,0.479166666666667,0.901960784313726,0.761904761904762,0.591836734693878,0.666666666666667,0.655172413793103,0.608695652173913,0.757575757575758,FALSE
"2505","chr12",34754908,34755568,661,"*",23,2.77341394078761,-0.219433015707991,-3.43817847271787,0.328601699273797,0.755132837282708,16892552,16892574,23,0.648720598405589,0.737544348093468,-0.088823749687879,0.63905325443787,0.69047619047619,0.79746835443038,0.603550295857988,0.48936170212766,0.672413793103448,0.721951219512195,0.72972972972973,0.710526315789474,0.729411764705882,0.717647058823529,0.816,FALSE
"2506","chr2",224590897,224591535,639,"*",8,1.02810956793387,0.352354944820524,3.43801976885392,0.328649701358459,0.755132837282708,4033005,4033012,8,0.646235222576393,0.474658746797112,0.171576475779281,0.65625,0.643835616438356,0.676470588235294,0.535714285714286,0.690140845070423,0.675,0.5,0.426666666666667,0.509433962264151,0.56,0.5,0.351851851851852,FALSE
"2507","chr20",41236939,41237410,472,"*",8,0.911234332065374,0.299900463561061,3.43785268867975,0.328670273680457,0.755132837282708,24428093,24428100,8,0.845443525163087,0.73120375237602,0.114239772787067,0.852941176470588,0.848484848484849,0.926470588235294,0.831168831168831,0.767441860465116,0.846153846153846,0.75531914893617,0.695652173913043,0.689655172413793,0.688311688311688,0.864406779661017,0.693877551020408,FALSE
"2508","chr10",77875114,77875193,80,"*",5,0.512067217825894,-0.429144726307176,-3.43686392239558,0.328889711781769,0.755132837282708,14712953,14712957,5,0.574994478533498,0.742450608140582,-0.167456129607084,0.413793103448276,0.666666666666667,0.777777777777778,0.684210526315789,0.328571428571429,0.578947368421053,0.709090909090909,0.696969696969697,0.78125,0.639344262295082,0.878048780487805,0.75,FALSE
"2509","chr5",97679888,97680117,230,"*",6,0.62101141788017,0.300366727420262,3.4364025795636,0.329068005239085,0.755132837282708,8020561,8020566,6,0.833378192125657,0.693547644044855,0.139830548080802,0.808823529411765,0.815384615384615,0.827586206896552,0.896551724137931,0.825,0.826923076923077,0.8,0.693877551020408,0.707692307692308,0.545454545454545,0.736842105263158,0.67741935483871,FALSE
"2510","chr11",862235,862591,357,"*",11,1.44733028681978,-0.309352072571807,-3.43561879708912,0.329335445425058,0.755132837282708,15335059,15335069,11,0.448176960550892,0.607638018232528,-0.159461057681636,0.563829787234043,0.511904761904762,0.564516129032258,0.368421052631579,0.295774647887324,0.384615384615385,0.568965517241379,0.566265060240964,0.586206896551724,0.620253164556962,0.662162162162162,0.641975308641975,FALSE
"2511","chr19",7677897,7678271,375,"*",14,1.77054506813771,-0.317850577239811,-3.43528215737334,0.329438307035048,0.755132837282708,23236174,23236187,14,0.768712052364806,0.871268246660264,-0.102556194295458,0.854166666666667,0.911764705882353,0.822916666666667,0.639097744360902,0.568,0.816326530612245,0.918918918918919,0.770491803278688,0.80952380952381,0.904761904761905,0.9,0.923913043478261,FALSE
"2512","chr9",20040865,20041967,1103,"*",20,2.13659307817186,-0.247491403882839,-3.43527416087552,0.32945202191638,0.755132837282708,13065726,13065745,20,0.490758847399772,0.609082772359342,-0.118323924959571,0.460431654676259,0.572972972972973,0.543352601156069,0.596244131455399,0.271551724137931,0.5,0.657407407407407,0.525423728813559,0.546099290780142,0.707006369426752,0.586206896551724,0.632352941176471,FALSE
"2513","chr2",127779274,127779392,119,"*",5,0.628049627416397,-0.407878771572314,-3.43526949708841,0.32945202191638,0.755132837282708,3304144,3304148,5,0.754265270157408,0.909098768493377,-0.154833498335969,0.72,0.808510638297872,0.631578947368421,0.875,0.863636363636364,0.626865671641791,0.911111111111111,0.906976744186046,0.851851851851852,0.90625,0.947368421052632,0.931034482758621,FALSE
"2514","chr11",30048142,30048236,95,"*",8,0.825651568996634,-0.454688921593505,-3.43523335990506,0.329458879357046,0.755132837282708,15598494,15598501,8,0.423234762411292,0.5448514391027,-0.121616676691407,0.351648351648352,0.544444444444444,0.363636363636364,0.260869565217391,0.651162790697674,0.367647058823529,0.528301886792453,0.581395348837209,0.454545454545455,0.634146341463415,0.532258064516129,0.538461538461538,FALSE
"2515","chr6",67558004,67558648,645,"*",5,0.582709134572859,0.282679255362698,3.43508041925279,0.32948630911971,0.755132837282708,9365678,9365682,5,0.78492369748354,0.657519557224896,0.127404140258644,0.805970149253731,0.821428571428571,0.773584905660377,0.75,0.666666666666667,0.891891891891892,0.635135135135135,0.56140350877193,0.712121212121212,0.643835616438356,0.696969696969697,0.695652173913043,FALSE
"2516","chr22",17298975,17299472,498,"*",5,0.539015811018347,0.308976422440553,3.43365995431652,0.329904613000336,0.755791013248783,25119746,25119750,5,0.839766899125132,0.712559226997596,0.127207672127535,0.852459016393443,0.818181818181818,0.862068965517241,0.907894736842105,0.716417910447761,0.881578947368421,0.8,0.565217391304348,0.678571428571429,0.78,0.676056338028169,0.775510204081633,FALSE
"2517","chr4",128290347,128290556,210,"*",10,1.14519607655561,0.334414064834817,3.43180352647871,0.330487495456946,0.756491413541014,6817397,6817406,10,0.870907362525004,0.7432831718546,0.127624190670404,0.936170212765957,0.814814814814815,0.859154929577465,0.787234042553192,0.894736842105263,0.933333333333333,0.722222222222222,0.727272727272727,0.836734693877551,0.833333333333333,0.666666666666667,0.673469387755102,FALSE
"2518","chr2",222849705,222849932,228,"*",7,0.833196541053527,-0.396579346503068,-3.43175122300764,0.330501210338278,0.756491413541014,4018698,4018704,7,0.32040490460045,0.462806337806338,-0.142401433205887,0.289473684210526,0.382352941176471,0.277777777777778,0.266666666666667,0.254545454545455,0.451612903225806,0.432432432432432,0.653846153846154,0.363636363636364,0.45,0.3,0.576923076923077,FALSE
"2519","chr4",3495856,3495921,66,"*",5,0.51612284710106,-0.555734728302471,-3.43150644653807,0.330604071948267,0.756491413541014,5930777,5930781,5,0.658242646204881,0.833285048285048,-0.175042402080168,0.483870967741935,0.783783783783784,0.576923076923077,0.804878048780488,0.5,0.8,0.866666666666667,0.892857142857143,0.692307692307692,1,0.787878787878788,0.76,FALSE
"2520","chr6",79540986,79541599,614,"*",5,0.539333354359853,0.331328204141204,3.43003100720325,0.331145809760881,0.757430336294333,9440772,9440776,5,0.903220171641224,0.788083098623412,0.115137073017812,0.928571428571429,0.927272727272727,0.878787878787879,0.863636363636364,0.921052631578947,0.9,0.710526315789474,0.745454545454545,0.708333333333333,0.883333333333333,0.893617021276596,0.787234042553192,FALSE
"2521","chr16",1040926,1041151,226,"*",13,1.52635861841809,-0.343743675798087,-3.42822190098626,0.331673832692163,0.758337156540113,20269391,20269403,13,0.765420432427932,0.885217285097438,-0.119796852669506,0.755813953488372,0.884955752212389,0.787234042553192,0.91869918699187,0.455696202531646,0.790123456790123,0.905882352941176,0.854961832061069,0.842857142857143,0.92,0.949367088607595,0.838235294117647,FALSE
"2522","chr20",55835020,55835081,62,"*",5,0.536246282776624,-0.342279316369956,-3.42749331470601,0.331845268708812,0.758428282647738,24608651,24608655,5,0.70959077099428,0.834398473114349,-0.124807702120069,0.75,0.648148148148148,0.648648648648649,0.736842105263158,0.659090909090909,0.814814814814815,0.708333333333333,0.885057471264368,0.875,0.905660377358491,0.780487804878049,0.851851851851852,FALSE
"2523","chr10",132287448,132287803,356,"*",6,0.644095049401565,0.410988646576581,3.42654064787463,0.332229285386108,0.759004994437387,15246709,15246714,6,0.790308047192464,0.621180342632549,0.169127704559916,0.89041095890411,0.887640449438202,0.918367346938776,0.851063829787234,0.385542168674699,0.808823529411765,0.686274509803922,0.571428571428571,0.72,0.421875,0.705882352941177,0.621621621621622,FALSE
"2524","chr10",133337857,133338122,266,"*",6,0.704263803924983,0.367829716486388,3.42465625718027,0.332873884808712,0.759489493489468,15262192,15262197,6,0.847291824522499,0.714442167567293,0.132849656955207,0.933333333333333,0.77027027027027,0.932203389830508,0.880597014925373,0.653061224489796,0.914285714285714,0.796610169491525,0.609756097560976,0.758064516129032,0.638888888888889,0.75,0.733333333333333,FALSE
"2525","chr21",20865767,20865894,128,"*",11,2.04236803209049,-0.39867443899517,-3.4245244172164,0.33292874433404,0.759489493489468,24800800,24800810,11,0.729953931819532,0.871578104347967,-0.141624172528435,0.803030303030303,0.941176470588235,0.552941176470588,0.571428571428571,0.87037037037037,0.640776699029126,0.942528735632184,0.873239436619718,0.905263157894737,0.770491803278688,0.888888888888889,0.849056603773585,FALSE
"2526","chr8",3385258,3385922,665,"*",6,0.713085952387274,0.398828749008893,3.42431102873655,0.333004176181366,0.759489493489468,11710659,11710664,6,0.784098791565209,0.644376581184651,0.139722210380558,0.859375,0.717391304347826,0.849056603773585,0.722222222222222,0.770833333333333,0.785714285714286,0.736842105263158,0.483870967741935,0.677966101694915,0.722222222222222,0.706896551724138,0.538461538461538,FALSE
"2527","chr5",29883162,29883987,826,"*",5,0.73379067958987,0.381136047169613,3.42405786836845,0.33306589314736,0.759489493489468,7559698,7559702,5,0.855513040509912,0.711654599435372,0.143858441074539,0.844155844155844,0.864864864864865,0.980392156862745,0.909090909090909,0.659574468085106,0.875,0.709090909090909,0.660377358490566,0.63265306122449,0.87037037037037,0.730769230769231,0.666666666666667,FALSE
"2528","chr14",106500250,106500628,379,"*",9,1.00324730007747,-0.323282996636896,-3.42381373383756,0.33310018035069,0.759489493489468,19423561,19423569,9,0.627503593318079,0.746727116127282,-0.119223522809203,0.690140845070423,0.684782608695652,0.661764705882353,0.626506024096386,0.504424778761062,0.597402597402597,0.766666666666667,0.606060606060606,0.862068965517241,0.684210526315789,0.68,0.88135593220339,FALSE
"2529","chr6",32433262,32433383,122,"*",6,0.637377923271492,-0.507217725435535,-3.42242974231912,0.333518484231315,0.75996355309572,9089061,9089066,6,0.535619220464955,0.712972500828288,-0.177353280363333,0.5,0.571428571428571,0.631578947368421,0.689655172413793,0.4,0.421052631578947,0.642857142857143,0.711111111111111,0.555555555555556,0.794117647058823,0.774193548387097,0.8,FALSE
"2530","chr22",39228067,39228198,132,"*",8,0.856506461511924,-0.348185882714384,-3.42186759172265,0.333648775603969,0.75996355309572,25427982,25427989,8,0.733563829042907,0.853959570438026,-0.120395741395119,0.823529411764706,0.776470588235294,0.724489795918367,0.734375,0.641025641025641,0.701492537313433,0.838709677419355,0.847826086956522,0.863013698630137,0.915254237288136,0.785714285714286,0.873239436619718,FALSE
"2531","chr17",18528620,18528713,94,"*",7,0.800015006642448,-0.418721299345185,-3.42168957427388,0.333703635129297,0.75996355309572,21547973,21547979,7,0.754799836601307,0.916970429334765,-0.162170592733458,0.909090909090909,0.895833333333333,0.833333333333333,0.705882352941177,0.590909090909091,0.59375,0.936170212765957,0.921052631578947,0.892307692307692,0.96875,0.86046511627907,0.923076923076923,FALSE
"2532","chr3",145621597,145621737,141,"*",6,0.640739540736557,-0.323621447749135,-3.42039529356738,0.334238515501245,0.760881043976767,5431670,5431675,6,0.800044579462683,0.908995841846368,-0.108951262383685,0.771428571428571,0.897435897435897,0.914285714285714,0.90625,0.689655172413793,0.621212121212121,0.871794871794872,0.902439024390244,0.883720930232558,0.852459016393443,0.972972972972973,0.970588235294118,FALSE
"2533","chr8",4442917,4443570,654,"*",5,0.717206214570889,0.326433521640999,3.41877635056592,0.3346911065852,0.761415077650913,11721519,11721523,5,0.714518513947946,0.542411877896995,0.172106636050951,0.838709677419355,0.59375,0.787878787878788,0.805970149253731,0.569444444444444,0.691358024691358,0.549295774647887,0.493150684931507,0.478260869565217,0.567164179104478,0.528301886792453,0.638297872340426,FALSE
"2534","chr1",198284420,198284816,397,"*",14,1.81883742387809,-0.339773140428064,-3.41864739293251,0.334752823551194,0.761415077650913,1687864,1687877,14,0.601825468026126,0.734506321998048,-0.132680853971923,0.609375,0.410714285714286,0.45,0.818181818181818,0.55952380952381,0.763157894736842,0.654867256637168,0.7125,0.710526315789474,0.802816901408451,0.762886597938144,0.763440860215054,FALSE
"2535","chr17",71613101,71613368,268,"*",5,0.604157962935648,-0.406634076037729,-3.41829195730986,0.334869400042516,0.761415077650913,22149781,22149785,5,0.486072740584444,0.615410146989094,-0.12933740640465,0.65625,0.414634146341463,0.409090909090909,0.484848484848485,0.467741935483871,0.483870967741935,0.736842105263158,0.763157894736842,0.513513513513513,0.5,0.6,0.578947368421053,FALSE
"2536","chr16",85185267,85185515,249,"*",6,0.772256750637117,-0.34673513617969,-3.4165705725471,0.335383708092466,0.762283790790604,21139247,21139252,6,0.613155324465627,0.750937671697939,-0.137782347232312,0.651162790697674,0.655172413793103,0.578947368421053,0.674418604651163,0.519230769230769,0.6,0.852459016393443,0.673469387755102,0.727272727272727,0.783783783783784,0.785714285714286,0.682926829268293,FALSE
"2537","chr21",24189076,24189344,269,"*",5,0.61806178445026,0.339036305417125,3.41523940328831,0.335767724769761,0.762597378459582,24822029,24822033,5,0.803520179929288,0.688669375005838,0.11485080492345,0.888888888888889,0.672727272727273,0.769230769230769,0.87719298245614,0.740740740740741,0.872340425531915,0.69047619047619,0.611940298507463,0.638888888888889,0.806451612903226,0.625,0.759259259259259,FALSE
"2538","chr1",24165714,24165880,167,"*",12,1.32858386392101,-0.418767915010836,-3.41498644550472,0.335856871498419,0.762597378459582,395668,395679,12,0.4969045966308,0.660144910804967,-0.163240314174166,0.412280701754386,0.621212121212121,0.383561643835616,0.39047619047619,0.645161290322581,0.528735632183908,0.662921348314607,0.461538461538462,0.642201834862385,0.73972602739726,0.630952380952381,0.823529411764706,FALSE
"2539","chr9",137187647,137187923,277,"*",9,1.05479573716234,-0.301205414619097,-3.41487388465793,0.335918588464413,0.762597378459582,13921368,13921376,9,0.782042784928192,0.895288833308562,-0.11324604838037,0.779411764705882,0.774193548387097,0.895833333333333,0.73015873015873,0.759036144578313,0.753623188405797,0.931818181818182,0.943661971830986,0.947368421052632,0.942028985507246,0.770491803278688,0.836363636363636,FALSE
"2540","chr1",11112540,11112882,343,"*",8,0.945127355383942,-0.299825270376975,-3.4135060877981,0.336295747701043,0.762992690413538,211799,211806,8,0.439915988812389,0.581455829874562,-0.141539841062174,0.44,0.491525423728814,0.482758620689655,0.471153846153846,0.280373831775701,0.473684210526316,0.533333333333333,0.534653465346535,0.537037037037037,0.716417910447761,0.631578947368421,0.535714285714286,FALSE
"2541","chr6",124665585,124666558,974,"*",5,0.611621775485296,0.302246072300185,3.41321519799833,0.336357464667037,0.762992690413538,9746329,9746333,5,0.737363214137698,0.600732771032242,0.136630443105456,0.773584905660377,0.75,0.745454545454545,0.75,0.775510204081633,0.62962962962963,0.65,0.66,0.642857142857143,0.568627450980392,0.478260869565217,0.604651162790698,FALSE
"2542","chr3",4958279,4958357,79,"*",6,0.609542834068354,-0.645836783636869,-3.41273194974352,0.336501470921023,0.763019070963326,4305108,4305113,6,0.271038971269386,0.472942977357819,-0.201904006088433,0.380952380952381,0.136363636363636,0.4,0.244897959183673,0.387096774193548,0.0769230769230769,0.508474576271186,0.233333333333333,0.586206896551724,0.459459459459459,0.418604651162791,0.631578947368421,FALSE
"2543","chr14",45951603,45951929,327,"*",5,0.669522018294718,-0.585738244894363,-3.41144084712608,0.336926632242315,0.763444659354047,18801238,18801242,5,0.415866838847783,0.644965721795965,-0.229098882948182,0.379310344827586,0.5,0.421052631578947,0.375,0.346153846153846,0.473684210526316,0.55,0.695652173913043,0.65,0.59375,0.647058823529412,0.733333333333333,FALSE
"2544","chr20",40701054,40702426,1373,"*",7,0.749359658236724,0.345971409687117,3.41136058329116,0.336954062004979,0.763444659354047,24424051,24424057,7,0.750904212698612,0.627930691944579,0.122973520754033,0.76,0.837837837837838,0.779661016949153,0.769230769230769,0.619565217391304,0.739130434782609,0.628205128205128,0.453125,0.636363636363636,0.557142857142857,0.746268656716418,0.746478873239437,FALSE
"2545","chr19",51686240,51686286,47,"*",5,0.607917374831166,0.4351537203784,3.41027886844819,0.337303791478944,0.763698805670318,23916424,23916428,5,0.644430859017973,0.457326792888065,0.187104066129908,0.551724137931034,0.733333333333333,0.552631578947368,0.8,0.410714285714286,0.818181818181818,0.5,0.48780487804878,0.310344827586207,0.590909090909091,0.588235294117647,0.266666666666667,FALSE
"2546","chr5",154155236,154155780,545,"*",6,0.780206182278945,0.307530143986527,3.41020985862011,0.337331221241608,0.763698805670318,8458131,8458136,6,0.722150118074439,0.578747437049324,0.143402681025115,0.722222222222222,0.640625,0.75,0.6875,0.820224719101124,0.712328767123288,0.72,0.576923076923077,0.5,0.566666666666667,0.542857142857143,0.566037735849057,FALSE
"2547","chr22",37121778,37121974,197,"*",15,1.65317638301084,-0.33317841594127,-3.40939101080858,0.337639806071578,0.763828859065662,25386145,25386159,15,0.70175159442301,0.810491337179486,-0.108739742756477,0.730337078651685,0.738738738738739,0.793478260869565,0.790322580645161,0.52027027027027,0.637362637362637,0.773809523809524,0.727272727272727,0.867256637168142,0.911111111111111,0.670454545454545,0.91304347826087,FALSE
"2548","chr14",106660052,106660537,486,"*",13,1.57959327567273,-0.339053751191073,-3.40924790552204,0.337674093274908,0.763828859065662,19424417,19424429,13,0.699379088385571,0.822503608666597,-0.123124520281025,0.619047619047619,0.847457627118644,0.63265306122449,0.830769230769231,0.540540540540541,0.725806451612903,0.806451612903226,0.754385964912281,0.851351351351351,0.825396825396825,0.897435897435897,0.8,FALSE
"2549","chr2",163471512,163471733,222,"*",5,0.525192605776902,-0.324593189832308,-3.40852479184455,0.337838671850892,0.763828859065662,3568776,3568780,5,0.715182119341058,0.836621675471745,-0.121439556130687,0.68,0.867924528301887,0.68,0.753846153846154,0.559322033898305,0.75,0.886363636363636,0.802631578947368,0.80327868852459,0.830508474576271,0.90625,0.790697674418605,FALSE
"2550","chr11",49873210,49873813,604,"*",43,8.73116074084784,-0.441399618681268,-3.40822441731955,0.337941533460882,0.763828859065662,15766830,15766872,43,0.486227119764507,0.684645824835726,-0.198418705071219,0.300448430493274,0.695833333333333,0.440329218106996,0.209821428571429,0.822966507177033,0.447963800904977,0.658783783783784,0.611353711790393,0.666666666666667,0.597087378640777,0.725146198830409,0.848837209302326,FALSE
"2551","chr9",71022250,71022366,117,"*",5,0.531738474566278,-0.363391910023917,-3.40776216358747,0.338051252511538,0.763828859065662,13243629,13243633,5,0.672954545454545,0.818267175688465,-0.14531263023392,0.625,0.772727272727273,0.785714285714286,0.64,0.5,0.714285714285714,0.837837837837838,0.769230769230769,0.8,0.91304347826087,0.827586206896552,0.761904761904762,FALSE
"2552","chr8",88462835,88462933,99,"*",5,0.519677060701717,-0.314289972844636,-3.4071821889301,0.338215831087522,0.763901273663195,12411778,12411782,5,0.832284719764089,0.933683846868769,-0.10139912710468,0.707317073170732,0.9,0.789473684210526,0.959183673469388,0.810810810810811,0.826923076923077,0.945945945945946,0.9625,0.938775510204082,0.967741935483871,0.878048780487805,0.909090909090909,FALSE
"2553","chr20",57859581,57859775,195,"*",5,0.520985447675308,0.345207852986909,3.40659638306979,0.338462698951497,0.764123313881132,24639706,24639710,5,0.880284182800143,0.791651204740476,0.0886329780596669,0.888888888888889,0.912280701754386,0.875,0.847457627118644,0.816901408450704,0.941176470588235,0.785714285714286,0.757575757575758,0.875,0.808510638297872,0.707317073170732,0.815789473684211,FALSE
